WHAM	LUMPY	GS	type	length
TRUE	FALSE	FALSE	DUP	24
TRUE	FALSE	FALSE	DUP	50
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	DEL	-13209
FALSE	TRUE	FALSE	DEL	-1684344
FALSE	TRUE	FALSE	DUP	1684183
FALSE	TRUE	FALSE	DUP	17977
FALSE	FALSE	TRUE	MIXED	17517
FALSE	FALSE	TRUE	DEL	-1149
FALSE	FALSE	TRUE	DEL	-1576
FALSE	FALSE	TRUE	DEL	-1267
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	DEL	-1821
FALSE	FALSE	TRUE	DEL	-1777
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-1142
FALSE	FALSE	TRUE	DEL	-2325
FALSE	FALSE	TRUE	DEL	-1896
FALSE	FALSE	TRUE	DEL	-3507
FALSE	FALSE	TRUE	DEL	-4872
FALSE	FALSE	TRUE	DEL	-9566
FALSE	FALSE	TRUE	MIXED	10113
FALSE	FALSE	TRUE	MIXED	5996
FALSE	FALSE	TRUE	MIXED	2865
FALSE	FALSE	TRUE	MIXED	1577
FALSE	FALSE	TRUE	MIXED	2014
FALSE	FALSE	TRUE	MIXED	2206
FALSE	FALSE	TRUE	MIXED	2740
FALSE	FALSE	TRUE	DUP	34766
FALSE	FALSE	TRUE	DEL	-9618
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DEL	-1499
FALSE	FALSE	TRUE	DEL	-4804
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	DEL	-3249
FALSE	FALSE	TRUE	DEL	-9625
TRUE	FALSE	FALSE	DEL	-25
FALSE	FALSE	TRUE	DUP	2374
FALSE	TRUE	FALSE	DEL	-531
TRUE	FALSE	FALSE	DEL	-54
FALSE	FALSE	TRUE	DEL	-3608
FALSE	FALSE	TRUE	MIXED	1801
FALSE	FALSE	TRUE	MIXED	1368
FALSE	FALSE	TRUE	MIXED	1309
FALSE	FALSE	TRUE	MIXED	1037
FALSE	FALSE	TRUE	MIXED	6401
FALSE	FALSE	TRUE	MIXED	2906
FALSE	FALSE	TRUE	MIXED	2053
FALSE	FALSE	TRUE	DUP	19268
FALSE	FALSE	TRUE	MIXED	13437
FALSE	FALSE	TRUE	DUP	35023
FALSE	FALSE	TRUE	DUP	10528
FALSE	FALSE	TRUE	MIXED	6002
FALSE	FALSE	TRUE	DUP	39156
FALSE	FALSE	TRUE	MIXED	1299
TRUE	FALSE	FALSE	DEL	-27
FALSE	TRUE	FALSE	DUP	116713976
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-4639
TRUE	TRUE	FALSE	DEL	-282
FALSE	FALSE	TRUE	MIXED	1283
FALSE	FALSE	TRUE	MIXED	1521
TRUE	FALSE	FALSE	DUP	44
TRUE	TRUE	FALSE	DEL	-43
FALSE	FALSE	TRUE	MIXED	1999
TRUE	TRUE	FALSE	DEL	-216
TRUE	TRUE	FALSE	DEL	-321
FALSE	FALSE	TRUE	DEL	-2699
FALSE	FALSE	TRUE	DEL	-39831
FALSE	FALSE	TRUE	MIXED	2930
TRUE	FALSE	FALSE	DEL	-38
FALSE	FALSE	TRUE	DEL	-1678
TRUE	FALSE	FALSE	DUP	35
FALSE	FALSE	TRUE	DEL	-3935
TRUE	FALSE	FALSE	DEL	-30
TRUE	FALSE	FALSE	DEL	-19
FALSE	FALSE	TRUE	DEL	-1999
TRUE	TRUE	FALSE	DEL	-1327
FALSE	FALSE	TRUE	DEL	-1635
FALSE	FALSE	TRUE	DEL	-3449
FALSE	FALSE	TRUE	DEL	-4096
FALSE	FALSE	TRUE	DEL	-3018
FALSE	FALSE	TRUE	MIXED	1250
FALSE	FALSE	TRUE	MIXED	6429
TRUE	FALSE	FALSE	DUP	19
TRUE	FALSE	FALSE	DUP	31
TRUE	FALSE	FALSE	INV	32
TRUE	FALSE	FALSE	INV	32
FALSE	FALSE	TRUE	DEL	-5032
FALSE	FALSE	TRUE	DEL	-43078
FALSE	FALSE	TRUE	DEL	-7957
FALSE	FALSE	TRUE	DEL	-2899
TRUE	FALSE	FALSE	DEL	-17
FALSE	FALSE	TRUE	MIXED	1419
TRUE	FALSE	FALSE	DEL	-30
FALSE	FALSE	TRUE	MIXED	1179
FALSE	FALSE	TRUE	DEL	-1399
TRUE	TRUE	FALSE	DEL	-1817
FALSE	FALSE	TRUE	DEL	-1399
FALSE	FALSE	TRUE	DEL	-3120
FALSE	FALSE	TRUE	DEL	-8078
FALSE	TRUE	FALSE	INV	230
TRUE	TRUE	FALSE	DEL	-115
FALSE	FALSE	TRUE	DEL	-12199
TRUE	FALSE	FALSE	DUP	51
FALSE	TRUE	FALSE	DEL	-556
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	DEL	-2739
FALSE	FALSE	TRUE	DEL	-2190
TRUE	TRUE	FALSE	DEL	-7260
FALSE	FALSE	TRUE	DEL	-6399
TRUE	TRUE	FALSE	DEL	-255
TRUE	TRUE	FALSE	DEL	-311
FALSE	FALSE	TRUE	MIXED	3786
FALSE	FALSE	TRUE	MIXED	6336
FALSE	FALSE	TRUE	DUP	3299
FALSE	FALSE	TRUE	DEL	-15385
TRUE	TRUE	FALSE	DEL	-314
TRUE	FALSE	FALSE	DUP	50
FALSE	FALSE	TRUE	MIXED	1977
TRUE	FALSE	FALSE	INV	667
TRUE	FALSE	FALSE	DEL	-163
TRUE	FALSE	FALSE	DUP	37
FALSE	FALSE	TRUE	DEL	-6149
FALSE	FALSE	TRUE	DEL	-22546
FALSE	FALSE	TRUE	DEL	-25906
FALSE	FALSE	TRUE	DEL	-1999
FALSE	FALSE	TRUE	MIXED	6475
FALSE	FALSE	TRUE	MIXED	1449
TRUE	FALSE	FALSE	DEL	-42
TRUE	TRUE	TRUE	DEL	-2541
TRUE	FALSE	FALSE	DUP	38
FALSE	TRUE	FALSE	DUP	256
TRUE	FALSE	FALSE	DUP	60
FALSE	FALSE	TRUE	DEL	-3149
FALSE	FALSE	TRUE	DEL	-5549
FALSE	FALSE	TRUE	MIXED	17357
FALSE	FALSE	TRUE	MIXED	8740
TRUE	TRUE	FALSE	DEL	-262
FALSE	FALSE	TRUE	MIXED	4903
FALSE	FALSE	TRUE	MIXED	4049
FALSE	FALSE	TRUE	MIXED	3927
TRUE	TRUE	FALSE	DEL	-129
TRUE	TRUE	FALSE	DEL	-52
TRUE	FALSE	FALSE	DUP	35
TRUE	TRUE	FALSE	DEL	-311
TRUE	TRUE	FALSE	DEL	-163
TRUE	TRUE	FALSE	DEL	-303
TRUE	FALSE	FALSE	DEL	-37
FALSE	FALSE	TRUE	DEL	-7199
FALSE	FALSE	TRUE	DEL	-2649
FALSE	FALSE	TRUE	DEL	-4248
TRUE	TRUE	FALSE	DEL	-143
TRUE	FALSE	FALSE	DUP	48
FALSE	FALSE	TRUE	DEL	-5505
FALSE	FALSE	TRUE	MIXED	1899
FALSE	FALSE	TRUE	DEL	-6349
TRUE	FALSE	FALSE	DEL	-8
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DUP	4899
FALSE	FALSE	TRUE	DEL	-2728
FALSE	FALSE	TRUE	MIXED	5720
FALSE	FALSE	TRUE	DEL	-14346
TRUE	TRUE	FALSE	DEL	-325
FALSE	FALSE	TRUE	DUP	3825
FALSE	FALSE	TRUE	DUP	50673
FALSE	FALSE	TRUE	MIXED	7662
FALSE	FALSE	TRUE	MIXED	37518
FALSE	FALSE	TRUE	DUP	3136
FALSE	FALSE	TRUE	DUP	13747
FALSE	FALSE	TRUE	DUP	35933
FALSE	FALSE	TRUE	MIXED	26963
FALSE	FALSE	TRUE	MIXED	1099
TRUE	FALSE	FALSE	DEL	-8
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	MIXED	2099
FALSE	FALSE	TRUE	DUP	24165
FALSE	FALSE	TRUE	DUP	15018
FALSE	FALSE	TRUE	MIXED	4199
TRUE	FALSE	FALSE	DEL	-27
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	MIXED	2628
TRUE	TRUE	FALSE	DEL	-57
FALSE	FALSE	TRUE	MIXED	2029
TRUE	FALSE	FALSE	INV	353
FALSE	FALSE	TRUE	DEL	-999
TRUE	FALSE	FALSE	INV	2699
FALSE	FALSE	TRUE	DEL	-2986
FALSE	FALSE	TRUE	DEL	-1883
TRUE	FALSE	FALSE	DEL	-27
FALSE	FALSE	TRUE	DEL	-1649
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	DEL	-8547
FALSE	FALSE	TRUE	DEL	-1099
TRUE	FALSE	FALSE	DUP	64
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	DEL	-6216
FALSE	FALSE	TRUE	MIXED	3421
FALSE	FALSE	TRUE	DEL	-4843
FALSE	FALSE	TRUE	MIXED	3342
FALSE	FALSE	TRUE	DEL	-7337
FALSE	FALSE	TRUE	MIXED	4799
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DUP	12689
FALSE	FALSE	TRUE	DUP	2172
FALSE	FALSE	TRUE	MIXED	4747
FALSE	FALSE	TRUE	DEL	-5195
TRUE	FALSE	FALSE	DUP	51
TRUE	FALSE	FALSE	DUP	25
FALSE	FALSE	TRUE	DEL	-2423
TRUE	FALSE	FALSE	DUP	27
TRUE	FALSE	FALSE	DEL	-53
FALSE	TRUE	FALSE	INV	1871
TRUE	FALSE	FALSE	DEL	-5
TRUE	TRUE	FALSE	DEL	-1957
FALSE	FALSE	TRUE	MIXED	1899
FALSE	FALSE	TRUE	MIXED	8462
FALSE	FALSE	TRUE	DEL	-5612
FALSE	FALSE	TRUE	DEL	-1715
FALSE	FALSE	TRUE	MIXED	1624
TRUE	TRUE	FALSE	DEL	-50
FALSE	FALSE	TRUE	MIXED	6673
FALSE	FALSE	TRUE	MIXED	2648
TRUE	TRUE	FALSE	DEL	-4431
FALSE	FALSE	TRUE	MIXED	4382
FALSE	FALSE	TRUE	DEL	-1230
FALSE	FALSE	TRUE	DEL	-1499
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DEL	-6890
FALSE	FALSE	TRUE	MIXED	1399
TRUE	FALSE	FALSE	INV	84819238
FALSE	FALSE	TRUE	MIXED	999
TRUE	TRUE	TRUE	DEL	-1870
TRUE	TRUE	FALSE	DUP	207
FALSE	FALSE	TRUE	DEL	-2399
TRUE	TRUE	FALSE	DUP	172
FALSE	FALSE	TRUE	DEL	-4991
FALSE	TRUE	FALSE	DEL	-406
TRUE	TRUE	TRUE	DEL	-3898
FALSE	FALSE	TRUE	MIXED	7845
TRUE	FALSE	FALSE	DEL	-22
TRUE	TRUE	FALSE	DEL	-306
TRUE	FALSE	FALSE	DUP	36
TRUE	TRUE	FALSE	DEL	-317
FALSE	FALSE	TRUE	DUP	2274
FALSE	FALSE	TRUE	DUP	2499
FALSE	FALSE	TRUE	DEL	-2442
TRUE	TRUE	FALSE	DEL	-314
FALSE	FALSE	TRUE	DUP	12927
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DUP	4027
FALSE	FALSE	TRUE	DEL	-7199
TRUE	FALSE	FALSE	DUP	37
TRUE	FALSE	FALSE	DUP	58
FALSE	FALSE	TRUE	DEL	-2623
FALSE	TRUE	TRUE	DEL	-8307
FALSE	FALSE	TRUE	MIXED	2822
FALSE	FALSE	TRUE	MIXED	12370
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	MIXED	11548
FALSE	TRUE	FALSE	DEL	-664
TRUE	FALSE	FALSE	INV	653
FALSE	FALSE	TRUE	DUP	50515
FALSE	FALSE	TRUE	DUP	2640
FALSE	FALSE	TRUE	DUP	18189
TRUE	FALSE	FALSE	DEL	-27
FALSE	FALSE	TRUE	DUP	2869
FALSE	FALSE	TRUE	DEL	-1131
FALSE	FALSE	TRUE	DUP	7167
FALSE	FALSE	TRUE	DUP	2599
FALSE	FALSE	TRUE	DUP	5064
FALSE	FALSE	TRUE	DUP	17799
FALSE	FALSE	TRUE	DUP	18243
FALSE	FALSE	TRUE	DUP	10051
FALSE	FALSE	TRUE	DUP	17339
FALSE	FALSE	TRUE	DUP	12414
FALSE	FALSE	TRUE	DUP	7799
FALSE	FALSE	TRUE	DUP	2499
FALSE	FALSE	TRUE	DUP	4199
FALSE	FALSE	TRUE	DUP	5516
TRUE	TRUE	FALSE	DEL	-1915
FALSE	FALSE	TRUE	MIXED	1985
FALSE	FALSE	TRUE	DUP	22185
TRUE	TRUE	FALSE	DEL	-261
FALSE	FALSE	TRUE	DEL	-1199
FALSE	TRUE	FALSE	DEL	-308
FALSE	FALSE	TRUE	DEL	-1497
FALSE	FALSE	TRUE	MIXED	1099
TRUE	FALSE	FALSE	DEL	-190
FALSE	FALSE	TRUE	DEL	-3410
FALSE	FALSE	TRUE	DEL	-5649
FALSE	FALSE	TRUE	MIXED	7978
FALSE	FALSE	TRUE	DUP	4190
TRUE	TRUE	FALSE	DEL	-319
TRUE	TRUE	FALSE	DEL	-295
FALSE	FALSE	TRUE	MIXED	3549
TRUE	FALSE	FALSE	DUP	27
FALSE	FALSE	TRUE	DEL	-2370
FALSE	FALSE	TRUE	MIXED	1711
TRUE	FALSE	FALSE	DUP	46
FALSE	FALSE	TRUE	DEL	-1649
FALSE	FALSE	TRUE	MIXED	3463
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	DUP	7866
TRUE	FALSE	FALSE	DEL	-39
FALSE	FALSE	TRUE	DUP	2359
TRUE	TRUE	FALSE	DEL	-311
TRUE	TRUE	FALSE	DEL	-283
TRUE	FALSE	FALSE	DUP	41
FALSE	TRUE	FALSE	DEL	-3395
FALSE	FALSE	TRUE	MIXED	3322
FALSE	FALSE	TRUE	DEL	-1699
FALSE	FALSE	TRUE	DEL	-3299
TRUE	FALSE	FALSE	DEL	-26
TRUE	FALSE	FALSE	INV	132
TRUE	TRUE	FALSE	DEL	-2947
FALSE	FALSE	TRUE	DEL	-4433
FALSE	FALSE	TRUE	DEL	-1199
FALSE	FALSE	TRUE	DEL	-1549
FALSE	TRUE	FALSE	DEL	-623
FALSE	FALSE	TRUE	DEL	-3485
FALSE	FALSE	TRUE	DEL	-3023
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	MIXED	1899
FALSE	FALSE	TRUE	DEL	-2510
FALSE	FALSE	TRUE	MIXED	1235
TRUE	FALSE	FALSE	DUP	189
FALSE	FALSE	TRUE	MIXED	1727
FALSE	FALSE	TRUE	DEL	-46265
FALSE	FALSE	TRUE	DEL	-2452
FALSE	FALSE	TRUE	DEL	-11973
FALSE	FALSE	TRUE	DUP	2768
FALSE	FALSE	TRUE	MIXED	2773
TRUE	TRUE	FALSE	DEL	-2090406
FALSE	TRUE	FALSE	DUP	2090157
FALSE	FALSE	TRUE	DEL	-1376
FALSE	FALSE	TRUE	DUP	7861
FALSE	FALSE	TRUE	MIXED	2499
FALSE	FALSE	TRUE	MIXED	1499
FALSE	FALSE	TRUE	DUP	2861
TRUE	TRUE	FALSE	DEL	-313
FALSE	FALSE	TRUE	DEL	-12844
FALSE	FALSE	TRUE	MIXED	2021
TRUE	FALSE	FALSE	DEL	-47
TRUE	FALSE	FALSE	DUP	37
FALSE	FALSE	TRUE	MIXED	1263
TRUE	TRUE	FALSE	DEL	-316
FALSE	FALSE	TRUE	MIXED	9046
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	MIXED	3337
TRUE	FALSE	FALSE	INV	3707
FALSE	TRUE	FALSE	DEL	-122
TRUE	TRUE	FALSE	DEL	-120
FALSE	TRUE	FALSE	DEL	-375
FALSE	TRUE	TRUE	DEL	-4688
FALSE	FALSE	TRUE	DEL	-1518
FALSE	FALSE	TRUE	DEL	-16993
TRUE	TRUE	FALSE	DEL	-18015
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	DEL	-9051
TRUE	FALSE	FALSE	DEL	-22
FALSE	FALSE	TRUE	MIXED	1938
TRUE	TRUE	FALSE	DEL	-39
TRUE	FALSE	FALSE	DUP	40
FALSE	FALSE	TRUE	MIXED	1819
FALSE	FALSE	TRUE	MIXED	1051
FALSE	FALSE	TRUE	MIXED	3263
FALSE	FALSE	TRUE	DEL	-1999
FALSE	FALSE	TRUE	DUP	2499
FALSE	FALSE	TRUE	DUP	22611
TRUE	FALSE	FALSE	DUP	63
FALSE	FALSE	TRUE	MIXED	999
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	MIXED	4920
TRUE	TRUE	FALSE	DEL	-314
TRUE	FALSE	FALSE	DUP	25
FALSE	FALSE	TRUE	DEL	-1899
FALSE	FALSE	TRUE	MIXED	1123
FALSE	FALSE	TRUE	DEL	-3076
FALSE	FALSE	TRUE	DEL	-1149
TRUE	FALSE	FALSE	INV	95271048
TRUE	FALSE	FALSE	DUP	312
TRUE	TRUE	FALSE	DEL	-306
TRUE	FALSE	FALSE	DEL	-30
FALSE	FALSE	TRUE	MIXED	4705
FALSE	FALSE	TRUE	DEL	-1559
FALSE	FALSE	TRUE	DEL	-3487
FALSE	FALSE	TRUE	MIXED	1966
FALSE	FALSE	TRUE	MIXED	4162
FALSE	FALSE	TRUE	MIXED	2540
FALSE	TRUE	FALSE	DUP	15995
FALSE	TRUE	FALSE	DEL	-19684
TRUE	FALSE	FALSE	DUP	78
TRUE	TRUE	FALSE	DEL	-315
TRUE	TRUE	FALSE	DEL	-321
FALSE	FALSE	TRUE	DEL	-26530
TRUE	FALSE	FALSE	INV	65
TRUE	FALSE	FALSE	DUP	49
TRUE	FALSE	FALSE	DEL	-135
FALSE	FALSE	TRUE	DEL	-5331
TRUE	TRUE	FALSE	DEL	-264
FALSE	FALSE	TRUE	MIXED	1955
FALSE	FALSE	TRUE	DEL	-6622
FALSE	FALSE	TRUE	DEL	-11290
FALSE	FALSE	TRUE	MIXED	1099
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	DEL	-4962
FALSE	FALSE	TRUE	DEL	-42969
FALSE	FALSE	TRUE	DEL	-17453
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	DEL	-26831
FALSE	FALSE	TRUE	MIXED	1732
FALSE	TRUE	FALSE	INV	1094
TRUE	FALSE	FALSE	DUP	74
FALSE	FALSE	TRUE	DEL	-1199
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	DEL	-1799
TRUE	FALSE	FALSE	INV	31445229
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	MIXED	1649
FALSE	FALSE	TRUE	MIXED	2549
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	DEL	-1070
FALSE	FALSE	TRUE	DEL	-3212
FALSE	FALSE	TRUE	DEL	-4194
FALSE	FALSE	TRUE	DEL	-5641
TRUE	TRUE	FALSE	DEL	-308
TRUE	TRUE	FALSE	DEL	-327
TRUE	TRUE	TRUE	DEL	-1816
TRUE	FALSE	FALSE	DUP	39
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	MIXED	3599
FALSE	FALSE	TRUE	DEL	-999
TRUE	TRUE	FALSE	DEL	-262
FALSE	FALSE	TRUE	MIXED	7231
FALSE	FALSE	TRUE	MIXED	6585
TRUE	TRUE	FALSE	DEL	-128
FALSE	FALSE	TRUE	DEL	-1249
FALSE	FALSE	TRUE	DEL	-2023
FALSE	FALSE	TRUE	MIXED	1313
FALSE	FALSE	TRUE	DEL	-1096
FALSE	FALSE	TRUE	DEL	-6098
FALSE	FALSE	TRUE	MIXED	1499
FALSE	FALSE	TRUE	MIXED	2281
FALSE	TRUE	FALSE	DUP	412
TRUE	FALSE	FALSE	DUP	53
FALSE	TRUE	FALSE	DUP	1241
TRUE	FALSE	FALSE	DEL	-13
TRUE	TRUE	TRUE	DEL	-1825
FALSE	FALSE	TRUE	DEL	-2221
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	DEL	-2374
FALSE	FALSE	TRUE	DEL	-6624
FALSE	FALSE	TRUE	MIXED	1099
TRUE	FALSE	FALSE	DUP	44
FALSE	FALSE	TRUE	DUP	14671
FALSE	FALSE	TRUE	DEL	-2830
FALSE	FALSE	TRUE	MIXED	3149
FALSE	FALSE	TRUE	DEL	-1738
FALSE	FALSE	TRUE	DEL	-6742
TRUE	FALSE	FALSE	DUP	39
TRUE	TRUE	FALSE	DUP	814
TRUE	TRUE	FALSE	DEL	-306
TRUE	TRUE	FALSE	DEL	-67
TRUE	FALSE	FALSE	DEL	-44
FALSE	TRUE	FALSE	DEL	-438
TRUE	FALSE	FALSE	DEL	-304
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DEL	-1549
FALSE	FALSE	TRUE	MIXED	5485
FALSE	FALSE	TRUE	DEL	-11186
FALSE	FALSE	TRUE	DEL	-1764
FALSE	FALSE	TRUE	DEL	-1098
FALSE	FALSE	TRUE	MIXED	1731
FALSE	FALSE	TRUE	MIXED	3223
FALSE	FALSE	TRUE	DEL	-1735
FALSE	FALSE	TRUE	MIXED	1147
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	MIXED	1850
FALSE	FALSE	TRUE	MIXED	6991
TRUE	FALSE	FALSE	DEL	-25
FALSE	FALSE	TRUE	DEL	-999
FALSE	TRUE	FALSE	INV	147
FALSE	FALSE	TRUE	MIXED	2746
TRUE	FALSE	FALSE	DUP	51
TRUE	FALSE	FALSE	DUP	14
FALSE	FALSE	TRUE	DEL	-5244
FALSE	FALSE	TRUE	DEL	-1299
TRUE	FALSE	FALSE	DUP	51
FALSE	FALSE	TRUE	MIXED	2199
TRUE	TRUE	FALSE	DEL	-88
TRUE	FALSE	FALSE	DEL	-17
TRUE	TRUE	FALSE	DEL	-108
TRUE	TRUE	FALSE	DEL	-160
FALSE	FALSE	TRUE	DUP	12366
FALSE	FALSE	TRUE	DUP	11808
FALSE	FALSE	TRUE	DUP	3444
FALSE	FALSE	TRUE	DUP	2392
FALSE	FALSE	TRUE	DUP	28654
FALSE	FALSE	TRUE	MIXED	2470
TRUE	TRUE	TRUE	DEL	-4352
TRUE	TRUE	FALSE	DEL	-309
FALSE	FALSE	TRUE	MIXED	7389
FALSE	FALSE	TRUE	MIXED	1199
TRUE	TRUE	FALSE	DEL	-38
FALSE	FALSE	TRUE	DEL	-3020
FALSE	FALSE	TRUE	DEL	-1099
TRUE	TRUE	FALSE	DEL	-301
TRUE	TRUE	FALSE	DEL	-304
FALSE	FALSE	TRUE	DEL	-15511
FALSE	FALSE	TRUE	DEL	-1820
FALSE	FALSE	TRUE	DUP	26882
FALSE	FALSE	TRUE	DUP	3098
FALSE	FALSE	TRUE	DUP	7796
FALSE	FALSE	TRUE	MIXED	4819
FALSE	FALSE	TRUE	DUP	8253
TRUE	FALSE	FALSE	DUP	37
FALSE	FALSE	TRUE	DUP	5221
TRUE	FALSE	FALSE	INV	15
FALSE	FALSE	TRUE	DUP	2362
TRUE	FALSE	FALSE	DUP	197
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DEL	-8347
FALSE	TRUE	FALSE	INV	116
TRUE	FALSE	FALSE	DUP	39
FALSE	FALSE	TRUE	DEL	-5534
TRUE	FALSE	FALSE	DEL	-17
FALSE	FALSE	TRUE	DEL	-5399
TRUE	FALSE	FALSE	DEL	-49
FALSE	FALSE	TRUE	MIXED	6373
FALSE	FALSE	TRUE	MIXED	6599
FALSE	FALSE	TRUE	MIXED	8207
FALSE	FALSE	TRUE	DEL	-100714
FALSE	FALSE	TRUE	MIXED	14276
FALSE	FALSE	TRUE	MIXED	7466
FALSE	FALSE	TRUE	MIXED	8010
FALSE	FALSE	TRUE	MIXED	9286
FALSE	FALSE	TRUE	MIXED	1434
FALSE	FALSE	TRUE	DEL	-3099
FALSE	FALSE	TRUE	MIXED	1099
TRUE	TRUE	FALSE	DEL	-53
FALSE	FALSE	TRUE	DEL	-5399
TRUE	FALSE	FALSE	DEL	-34
FALSE	FALSE	TRUE	DUP	4881
FALSE	FALSE	TRUE	DUP	19343
FALSE	FALSE	TRUE	DUP	7790
FALSE	FALSE	TRUE	MIXED	7046
FALSE	FALSE	TRUE	MIXED	9078
FALSE	FALSE	TRUE	DUP	6656
FALSE	FALSE	TRUE	MIXED	7444
FALSE	FALSE	TRUE	MIXED	13091
FALSE	FALSE	TRUE	MIXED	5593
FALSE	TRUE	FALSE	DEL	-782
FALSE	FALSE	TRUE	DEL	-2898
FALSE	FALSE	TRUE	DUP	2099
TRUE	TRUE	FALSE	DEL	-947
TRUE	FALSE	FALSE	DUP	84
TRUE	FALSE	FALSE	DEL	-43
TRUE	FALSE	FALSE	DUP	13
TRUE	FALSE	FALSE	DEL	-23
TRUE	TRUE	FALSE	DEL	-903
TRUE	FALSE	FALSE	DEL	-27
TRUE	TRUE	FALSE	DEL	-2303
FALSE	FALSE	TRUE	MIXED	7938
FALSE	FALSE	TRUE	DEL	-4191
FALSE	FALSE	TRUE	MIXED	1956
FALSE	FALSE	TRUE	MIXED	1249
FALSE	FALSE	TRUE	MIXED	1629
TRUE	TRUE	FALSE	DEL	-363
TRUE	FALSE	FALSE	DUP	60
FALSE	FALSE	TRUE	MIXED	1399
TRUE	TRUE	FALSE	DEL	-308
FALSE	FALSE	TRUE	DEL	-1709
FALSE	FALSE	TRUE	DEL	-1309
FALSE	FALSE	TRUE	MIXED	2173
FALSE	FALSE	TRUE	MIXED	1499
FALSE	FALSE	TRUE	MIXED	10237
FALSE	FALSE	TRUE	MIXED	10314
FALSE	FALSE	TRUE	MIXED	1749
TRUE	TRUE	FALSE	DEL	-6025
TRUE	TRUE	TRUE	DEL	-7903
FALSE	FALSE	TRUE	DEL	-2384
FALSE	FALSE	TRUE	MIXED	3737
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	MIXED	2035
FALSE	FALSE	TRUE	DEL	-3090
FALSE	FALSE	TRUE	DEL	-1911
FALSE	FALSE	TRUE	DEL	-1055
FALSE	FALSE	TRUE	MIXED	2894
FALSE	FALSE	TRUE	MIXED	1665
FALSE	FALSE	TRUE	DEL	-8348
FALSE	FALSE	TRUE	MIXED	3488
FALSE	FALSE	TRUE	DEL	-2299
FALSE	TRUE	FALSE	DUP	611
TRUE	FALSE	FALSE	DUP	25
TRUE	FALSE	FALSE	INV	36607640
FALSE	TRUE	FALSE	DUP	5605
TRUE	TRUE	FALSE	DEL	-323
FALSE	FALSE	TRUE	DUP	5863
FALSE	FALSE	TRUE	DUP	10864
FALSE	FALSE	TRUE	DUP	20483
FALSE	FALSE	TRUE	MIXED	3340
FALSE	FALSE	TRUE	DUP	7192
FALSE	FALSE	TRUE	DEL	-2442
FALSE	FALSE	TRUE	DEL	-5611
FALSE	FALSE	TRUE	DUP	18399
FALSE	TRUE	FALSE	DEL	-2345
FALSE	FALSE	TRUE	DUP	2524
FALSE	FALSE	TRUE	MIXED	7507
FALSE	FALSE	TRUE	MIXED	4945
FALSE	FALSE	TRUE	MIXED	8494
FALSE	FALSE	TRUE	MIXED	2081
FALSE	FALSE	TRUE	MIXED	5064
FALSE	FALSE	TRUE	MIXED	999
FALSE	TRUE	FALSE	DEL	-975
TRUE	TRUE	FALSE	DUP	208230
FALSE	FALSE	TRUE	MIXED	4428
FALSE	FALSE	TRUE	MIXED	2694
FALSE	FALSE	TRUE	MIXED	3701
FALSE	FALSE	TRUE	MIXED	5344
FALSE	FALSE	TRUE	MIXED	3767
FALSE	FALSE	TRUE	MIXED	1772
